AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"26 August 2026, 11:54:31"
Period:,2024-01-01 - 2026-08-24,[24-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,443%	-	19695053	4619"
------------------------------------

,,,Units,Target,Universe
,,,TRP (avgW),ATV,Share
,,,A16-59,A16-59,A16-59
Channel,Date,Time,Nat[Live +2 OOH],Nat[Live +2 OOH],Nat[Live +2 OOH]
TV PULS,2025-07-22,24:00:00,"0,870","0,131","6,904"
TV PULS,2025-07-22,24:15:00,"0,461","0,069","4,216"
TV PULS,2025-07-22,24:30:00,"0,435","0,065","4,712"
TV PULS,2025-07-22,24:45:00,"0,384","0,058","4,848"
TV PULS,2025-07-22,25:00:00,"0,282","0,042","4,053"
TV PULS,2025-07-22,25:15:00,"0,295","0,044","4,725"
TV PULS,2025-07-22,25:30:00,"0,335","0,050","5,807"
TV PULS,2025-07-22,25:45:00,"0,300","0,045","5,669"
TV PULS,2025-07-23,02:00:00,"0,218","0,033","4,669"
TV PULS,2025-07-23,02:15:00,"0,173","0,026","4,398"
TV PULS,2025-07-23,02:30:00,"0,183","0,027","5,221"
TV PULS,2025-07-23,02:45:00,"0,137","0,021","4,580"
TV PULS,2025-07-23,03:00:00,"0,110","0,016","3,940"
TV PULS,2025-07-23,03:15:00,"0,101","0,015","3,950"
TV PULS,2025-07-23,03:30:00,"0,077","0,012","3,102"
TV PULS,2025-07-23,03:45:00,"0,062","0,009","2,581"
TV PULS,2025-07-23,04:00:00,"0,048","0,007","2,197"
TV PULS,2025-07-23,04:15:00,"0,036","0,005","1,974"
TV PULS,2025-07-23,04:30:00,"0,021","0,003","1,228"
TV PULS,2025-07-23,04:45:00,"0,035","0,005","2,175"
TV PULS,2025-07-23,05:00:00,"0,097","0,015","5,138"
TV PULS,2025-07-23,05:15:00,"0,111","0,017","5,493"
TV PULS,2025-07-23,05:30:00,"0,127","0,019","4,987"
TV PULS,2025-07-23,05:45:00,"0,186","0,028","6,280"
TV PULS,2025-07-23,06:00:00,"0,164","0,025","5,240"
TV PULS,2025-07-23,06:15:00,"0,230","0,034","6,311"
TV PULS,2025-07-23,06:30:00,"0,264","0,040","6,827"
TV PULS,2025-07-23,06:45:00,"0,263","0,039","6,401"
TV PULS,2025-07-23,07:00:00,"0,350","0,052","7,519"
TV PULS,2025-07-23,07:15:00,"0,301","0,045","5,683"
TV PULS,2025-07-23,07:30:00,"0,241","0,036","4,309"
TV PULS,2025-07-23,07:45:00,"0,176","0,026","2,896"
TV PULS,2025-07-23,08:00:00,"0,153","0,023","2,393"
TV PULS,2025-07-23,08:15:00,"0,100","0,015","1,436"
TV PULS,2025-07-23,08:30:00,"0,134","0,020","1,735"
TV PULS,2025-07-23,08:45:00,"0,042","0,006","0,503"
TV PULS,2025-07-23,09:00:00,"0,045","0,007","0,511"
TV PULS,2025-07-23,09:15:00,"0,161","0,024","1,766"
TV PULS,2025-07-23,09:30:00,"0,179","0,027","1,858"
TV PULS,2025-07-23,09:45:00,"0,166","0,025","1,692"
TV PULS,2025-07-23,10:00:00,"0,129","0,019","1,260"
TV PULS,2025-07-23,10:15:00,"0,139","0,021","1,329"
TV PULS,2025-07-23,10:30:00,"0,117","0,018","1,067"
TV PULS,2025-07-23,10:45:00,"0,119","0,018","1,104"
TV PULS,2025-07-23,11:00:00,"0,122","0,018","1,182"
TV PULS,2025-07-23,11:15:00,"0,214","0,032","2,205"
TV PULS,2025-07-23,11:30:00,"0,258","0,039","2,625"
TV PULS,2025-07-23,11:45:00,"0,203","0,030","2,117"
TV PULS,2025-07-23,12:00:00,"0,203","0,030","2,079"
TV PULS,2025-07-23,12:15:00,"0,238","0,036","2,313"
TV PULS,2025-07-23,12:30:00,"0,248","0,037","2,312"
TV PULS,2025-07-23,12:45:00,"0,331","0,050","2,945"
TV PULS,2025-07-23,13:00:00,"0,265","0,040","2,289"
TV PULS,2025-07-23,13:15:00,"0,360","0,054","3,086"
TV PULS,2025-07-23,13:30:00,"0,343","0,051","3,102"
TV PULS,2025-07-23,13:45:00,"0,265","0,040","2,334"
TV PULS,2025-07-23,14:00:00,"0,219","0,033","1,864"
TV PULS,2025-07-23,14:15:00,"0,236","0,035","2,045"
TV PULS,2025-07-23,14:30:00,"0,312","0,047","2,681"
TV PULS,2025-07-23,14:45:00,"0,310","0,046","2,585"
TV PULS,2025-07-23,15:00:00,"0,297","0,045","2,357"
TV PULS,2025-07-23,15:15:00,"0,411","0,062","3,101"
TV PULS,2025-07-23,15:30:00,"0,419","0,063","3,082"
TV PULS,2025-07-23,15:45:00,"0,465","0,070","3,100"
TV PULS,2025-07-23,16:00:00,"0,360","0,054","2,259"
TV PULS,2025-07-23,16:15:00,"0,365","0,055","2,238"
TV PULS,2025-07-23,16:30:00,"0,280","0,042","1,708"
TV PULS,2025-07-23,16:45:00,"0,270","0,041","1,594"
TV PULS,2025-07-23,17:00:00,"0,395","0,059","2,200"
TV PULS,2025-07-23,17:15:00,"0,409","0,061","2,222"
TV PULS,2025-07-23,17:30:00,"0,478","0,072","2,610"
TV PULS,2025-07-23,17:45:00,"0,487","0,073","2,581"
TV PULS,2025-07-23,18:00:00,"0,262","0,039","1,414"
TV PULS,2025-07-23,18:15:00,"0,294","0,044","1,567"
TV PULS,2025-07-23,18:30:00,"0,353","0,053","1,826"
TV PULS,2025-07-23,18:45:00,"0,457","0,069","2,289"
TV PULS,2025-07-23,19:00:00,"0,609","0,091","2,704"
TV PULS,2025-07-23,19:15:00,"0,730","0,110","3,245"
TV PULS,2025-07-23,19:30:00,"0,849","0,127","3,807"
TV PULS,2025-07-23,19:45:00,"0,699","0,105","3,022"
TV PULS,2025-07-23,20:00:00,"0,648","0,097","2,647"
TV PULS,2025-07-23,20:15:00,"0,729","0,109","2,940"
TV PULS,2025-07-23,20:30:00,"0,824","0,124","3,237"
TV PULS,2025-07-23,20:45:00,"0,924","0,139","3,525"
TV PULS,2025-07-23,21:00:00,"1,051","0,158","3,933"
TV PULS,2025-07-23,21:15:00,"1,180","0,177","4,362"
TV PULS,2025-07-23,21:30:00,"1,379","0,207","4,908"
TV PULS,2025-07-23,21:45:00,"1,395","0,209","4,921"
TV PULS,2025-07-23,22:00:00,"1,411","0,212","5,024"
TV PULS,2025-07-23,22:15:00,"1,149","0,172","4,426"
TV PULS,2025-07-23,22:30:00,"1,197","0,180","5,098"
TV PULS,2025-07-23,22:45:00,"0,795","0,119","3,756"
TV PULS,2025-07-23,23:00:00,"0,833","0,125","4,253"
TV PULS,2025-07-23,23:15:00,"0,737","0,111","4,228"
TV PULS,2025-07-23,23:30:00,"0,688","0,103","4,470"
TV PULS,2025-07-23,23:45:00,"0,669","0,100","4,928"
TV PULS,2025-07-23,24:00:00,"0,629","0,094","5,280"
TV PULS,2025-07-23,24:15:00,"0,515","0,077","5,203"
TV PULS,2025-07-23,24:30:00,"0,617","0,093","7,078"
TV PULS,2025-07-23,24:45:00,"0,341","0,051","4,571"
TV PULS,2025-07-23,25:00:00,"0,319","0,048","4,951"
TV PULS,2025-07-23,25:15:00,"0,413","0,062","6,933"
TV PULS,2025-07-23,25:30:00,"0,295","0,044","5,576"
TV PULS,2025-07-23,25:45:00,"0,318","0,048","6,377"
TV PULS,2025-07-24,02:00:00,"0,163","0,024","3,912"
TV PULS,2025-07-24,02:15:00,"0,124","0,019","3,328"
TV PULS,2025-07-24,02:30:00,"0,075","0,011","2,365"
TV PULS,2025-07-24,02:45:00,"0,144","0,022","5,160"
TV PULS,2025-07-24,03:00:00,"0,131","0,020","4,955"
TV PULS,2025-07-24,03:15:00,"0,062","0,009","2,767"
TV PULS,2025-07-24,03:30:00,"0,051","0,008","2,646"
TV PULS,2025-07-24,03:45:00,"0,123","0,019","6,280"
TV PULS,2025-07-24,04:00:00,"0,163","0,024","9,230"
TV PULS,2025-07-24,04:15:00,"0,057","0,009","3,474"
TV PULS,2025-07-24,04:30:00,"0,038","0,006","2,557"
TV PULS,2025-07-24,04:45:00,"0,058","0,009","4,134"
TV PULS,2025-07-24,05:00:00,"0,056","0,008","3,747"
TV PULS,2025-07-24,05:15:00,"0,072","0,011","3,988"
TV PULS,2025-07-24,05:30:00,"0,081","0,012","3,779"
TV PULS,2025-07-24,05:45:00,"0,150","0,023","5,797"
TV PULS,2025-07-24,06:00:00,"0,065","0,010","2,134"
TV PULS,2025-07-24,06:15:00,"0,073","0,011","2,143"
TV PULS,2025-07-24,06:30:00,"0,134","0,020","3,582"
TV PULS,2025-07-24,06:45:00,"0,232","0,035","5,528"
TV PULS,2025-07-24,07:00:00,"0,226","0,034","4,467"
TV PULS,2025-07-24,07:15:00,"0,240","0,036","4,406"
TV PULS,2025-07-24,07:30:00,"0,271","0,041","4,646"
TV PULS,2025-07-24,07:45:00,"0,244","0,037","4,021"
TV PULS,2025-07-24,08:00:00,"0,285","0,043","4,059"
TV PULS,2025-07-24,08:15:00,"0,176","0,026","2,186"
TV PULS,2025-07-24,08:30:00,"0,162","0,024","1,928"
TV PULS,2025-07-24,08:45:00,"0,224","0,034","2,630"
TV PULS,2025-07-24,09:00:00,"0,219","0,033","2,383"
TV PULS,2025-07-24,09:15:00,"0,219","0,033","2,211"
TV PULS,2025-07-24,09:30:00,"0,257","0,039","2,523"
TV PULS,2025-07-24,09:45:00,"0,349","0,052","3,318"
TV PULS,2025-07-24,10:00:00,"0,267","0,040","2,585"
TV PULS,2025-07-24,10:15:00,"0,109","0,016","1,099"
TV PULS,2025-07-24,10:30:00,"0,080","0,012","0,786"
TV PULS,2025-07-24,10:45:00,"0,153","0,023","1,497"
TV PULS,2025-07-24,11:00:00,"0,351","0,053","3,406"
TV PULS,2025-07-24,11:15:00,"0,464","0,070","4,679"
TV PULS,2025-07-24,11:30:00,"0,477","0,071","4,671"
TV PULS,2025-07-24,11:45:00,"0,578","0,087","5,654"
TV PULS,2025-07-24,12:00:00,"0,590","0,088","5,491"
TV PULS,2025-07-24,12:15:00,"0,647","0,097","5,916"
TV PULS,2025-07-24,12:30:00,"0,596","0,089","5,315"
TV PULS,2025-07-24,12:45:00,"0,358","0,054","3,103"
TV PULS,2025-07-24,13:00:00,"0,089","0,013","0,775"
TV PULS,2025-07-24,13:15:00,"0,238","0,036","2,001"
TV PULS,2025-07-24,13:30:00,"0,257","0,039","2,258"
TV PULS,2025-07-24,13:45:00,"0,170","0,025","1,495"
TV PULS,2025-07-24,14:00:00,"0,123","0,019","1,089"
TV PULS,2025-07-24,14:15:00,"0,184","0,028","1,542"
TV PULS,2025-07-24,14:30:00,"0,189","0,028","1,532"
TV PULS,2025-07-24,14:45:00,"0,315","0,047","2,489"
TV PULS,2025-07-24,15:00:00,"0,330","0,050","2,514"
TV PULS,2025-07-24,15:15:00,"0,404","0,061","2,988"
TV PULS,2025-07-24,15:30:00,"0,430","0,064","2,973"
TV PULS,2025-07-24,15:45:00,"0,464","0,070","3,097"
TV PULS,2025-07-24,16:00:00,"0,241","0,036","1,546"
TV PULS,2025-07-24,16:15:00,"0,348","0,052","2,229"
TV PULS,2025-07-24,16:30:00,"0,348","0,052","2,225"
TV PULS,2025-07-24,16:45:00,"0,356","0,053","2,199"
TV PULS,2025-07-24,17:00:00,"0,403","0,060","2,394"
TV PULS,2025-07-24,17:15:00,"0,635","0,095","3,602"
TV PULS,2025-07-24,17:30:00,"0,533","0,080","2,964"
TV PULS,2025-07-24,17:45:00,"0,471","0,071","2,643"
TV PULS,2025-07-24,18:00:00,"0,179","0,027","0,973"
TV PULS,2025-07-24,18:15:00,"0,145","0,022","0,766"
TV PULS,2025-07-24,18:30:00,"0,181","0,027","0,943"
TV PULS,2025-07-24,18:45:00,"0,362","0,054","1,844"
TV PULS,2025-07-24,19:00:00,"0,495","0,074","2,179"
TV PULS,2025-07-24,19:15:00,"0,534","0,080","2,312"
TV PULS,2025-07-24,19:30:00,"0,611","0,092","2,724"
TV PULS,2025-07-24,19:45:00,"0,769","0,115","3,313"
TV PULS,2025-07-24,20:00:00,"0,852","0,128","3,619"
TV PULS,2025-07-24,20:15:00,"1,150","0,172","4,645"
TV PULS,2025-07-24,20:30:00,"1,267","0,190","4,974"
TV PULS,2025-07-24,20:45:00,"1,383","0,207","5,264"
TV PULS,2025-07-24,21:00:00,"1,463","0,219","5,475"
TV PULS,2025-07-24,21:15:00,"1,375","0,206","5,053"
TV PULS,2025-07-24,21:30:00,"0,543","0,081","1,996"
TV PULS,2025-07-24,21:45:00,"0,391","0,059","1,484"
TV PULS,2025-07-24,22:00:00,"0,334","0,050","1,283"
TV PULS,2025-07-24,22:15:00,"0,636","0,095","2,584"
TV PULS,2025-07-24,22:30:00,"0,669","0,100","2,954"
TV PULS,2025-07-24,22:45:00,"0,817","0,123","3,959"
TV PULS,2025-07-24,23:00:00,"0,903","0,136","4,800"
TV PULS,2025-07-24,23:15:00,"0,716","0,107","4,091"
TV PULS,2025-07-24,23:30:00,"0,764","0,115","4,707"
TV PULS,2025-07-24,23:45:00,"0,616","0,092","4,312"
TV PULS,2025-07-24,24:00:00,"0,443","0,066","3,732"
TV PULS,2025-07-24,24:15:00,"0,667","0,100","6,216"
TV PULS,2025-07-24,24:30:00,"0,462","0,069","4,954"
TV PULS,2025-07-24,24:45:00,"0,467","0,070","5,552"
TV PULS,2025-07-24,25:00:00,"0,476","0,071","6,723"
TV PULS,2025-07-24,25:15:00,"0,387","0,058","5,980"
TV PULS,2025-07-24,25:30:00,"0,378","0,057","6,541"
TV PULS,2025-07-24,25:45:00,"0,351","0,053","7,001"
TV PULS,2025-07-25,02:00:00,"0,480","0,072","9,728"
TV PULS,2025-07-25,02:15:00,"0,333","0,050","7,500"
TV PULS,2025-07-25,02:30:00,"0,313","0,047","7,061"
TV PULS,2025-07-25,02:45:00,"0,266","0,040","6,699"
TV PULS,2025-07-25,03:00:00,"0,094","0,014","2,824"
TV PULS,2025-07-25,03:15:00,"0,085","0,013","2,966"
TV PULS,2025-07-25,03:30:00,"0,045","0,007","1,867"
TV PULS,2025-07-25,03:45:00,"0,007","0,001","0,345"
TV PULS,2025-07-25,04:00:00,"0,022","0,003","1,086"
TV PULS,2025-07-25,04:15:00,"0,007","0,001","0,434"
TV PULS,2025-07-25,04:30:00,"0,000","0,000","0,000"
TV PULS,2025-07-25,04:45:00,"0,009","0,001","0,565"
TV PULS,2025-07-25,05:00:00,"0,001","0,000","0,074"
TV PULS,2025-07-25,05:15:00,"0,033","0,005","1,873"
TV PULS,2025-07-25,05:30:00,"0,049","0,007","2,415"
TV PULS,2025-07-25,05:45:00,"0,063","0,010","2,453"
TV PULS,2025-07-25,06:00:00,"0,110","0,017","3,232"
TV PULS,2025-07-25,06:15:00,"0,115","0,017","3,268"
TV PULS,2025-07-25,06:30:00,"0,178","0,027","4,336"
TV PULS,2025-07-25,06:45:00,"0,206","0,031","4,573"
TV PULS,2025-07-25,07:00:00,"0,239","0,036","4,570"
TV PULS,2025-07-25,07:15:00,"0,274","0,041","4,515"
TV PULS,2025-07-25,07:30:00,"0,323","0,049","4,892"
TV PULS,2025-07-25,07:45:00,"0,375","0,056","5,297"
TV PULS,2025-07-25,08:00:00,"0,304","0,046","4,109"
TV PULS,2025-07-25,08:15:00,"0,316","0,047","3,976"
TV PULS,2025-07-25,08:30:00,"0,381","0,057","4,272"
TV PULS,2025-07-25,08:45:00,"0,331","0,050","3,551"
TV PULS,2025-07-25,09:00:00,"0,378","0,057","3,688"
TV PULS,2025-07-25,09:15:00,"0,351","0,053","3,414"
TV PULS,2025-07-25,09:30:00,"0,233","0,035","2,254"
TV PULS,2025-07-25,09:45:00,"0,146","0,022","1,425"
TV PULS,2025-07-25,10:00:00,"0,054","0,008","0,530"
TV PULS,2025-07-25,10:15:00,"0,101","0,015","0,964"
TV PULS,2025-07-25,10:30:00,"0,084","0,013","0,805"
TV PULS,2025-07-25,10:45:00,"0,086","0,013","0,797"
TV PULS,2025-07-25,11:00:00,"0,146","0,022","1,357"
TV PULS,2025-07-25,11:15:00,"0,211","0,032","2,042"
TV PULS,2025-07-25,11:30:00,"0,150","0,023","1,501"
TV PULS,2025-07-25,11:45:00,"0,328","0,049","3,188"
TV PULS,2025-07-25,12:00:00,"0,379","0,057","3,519"
TV PULS,2025-07-25,12:15:00,"0,628","0,094","5,795"
TV PULS,2025-07-25,12:30:00,"0,659","0,099","6,173"
TV PULS,2025-07-25,12:45:00,"0,650","0,098","6,224"
TV PULS,2025-07-25,13:00:00,"0,375","0,056","3,592"
TV PULS,2025-07-25,13:15:00,"0,357","0,054","3,352"
TV PULS,2025-07-25,13:30:00,"0,395","0,059","3,735"
TV PULS,2025-07-25,13:45:00,"0,344","0,052","3,133"
TV PULS,2025-07-25,14:00:00,"0,276","0,041","2,477"
TV PULS,2025-07-25,14:15:00,"0,308","0,046","2,682"
TV PULS,2025-07-25,14:30:00,"0,229","0,034","1,899"
TV PULS,2025-07-25,14:45:00,"0,224","0,034","1,837"
TV PULS,2025-07-25,15:00:00,"0,285","0,043","2,261"
TV PULS,2025-07-25,15:15:00,"0,374","0,056","2,816"
TV PULS,2025-07-25,15:30:00,"0,407","0,061","2,880"
TV PULS,2025-07-25,15:45:00,"0,451","0,068","3,253"
TV PULS,2025-07-25,16:00:00,"0,338","0,051","2,341"
TV PULS,2025-07-25,16:15:00,"0,458","0,069","3,042"
TV PULS,2025-07-25,16:30:00,"0,516","0,077","3,285"
TV PULS,2025-07-25,16:45:00,"0,563","0,084","3,521"
TV PULS,2025-07-25,17:00:00,"0,739","0,111","4,374"
TV PULS,2025-07-25,17:15:00,"0,756","0,113","4,514"
TV PULS,2025-07-25,17:30:00,"0,743","0,111","4,578"
TV PULS,2025-07-25,17:45:00,"0,654","0,098","3,919"
TV PULS,2025-07-25,18:00:00,"0,273","0,041","1,607"
TV PULS,2025-07-25,18:15:00,"0,281","0,042","1,674"
TV PULS,2025-07-25,18:30:00,"0,306","0,046","1,781"
TV PULS,2025-07-25,18:45:00,"0,305","0,046","1,694"
TV PULS,2025-07-25,19:00:00,"0,334","0,050","1,651"
TV PULS,2025-07-25,19:15:00,"0,410","0,061","2,004"
TV PULS,2025-07-25,19:30:00,"0,495","0,074","2,420"
TV PULS,2025-07-25,19:45:00,"0,632","0,095","3,004"
TV PULS,2025-07-25,20:00:00,"0,746","0,112","3,489"
TV PULS,2025-07-25,20:15:00,"1,153","0,173","5,163"
TV PULS,2025-07-25,20:30:00,"1,526","0,229","6,598"
TV PULS,2025-07-25,20:45:00,"1,886","0,283","8,081"
TV PULS,2025-07-25,21:00:00,"1,759","0,264","7,291"
TV PULS,2025-07-25,21:15:00,"1,879","0,282","7,699"
TV PULS,2025-07-25,21:30:00,"1,941","0,291","7,880"
TV PULS,2025-07-25,21:45:00,"1,874","0,281","7,614"
TV PULS,2025-07-25,22:00:00,"1,274","0,191","5,196"
TV PULS,2025-07-25,22:15:00,"1,179","0,177","5,077"
TV PULS,2025-07-25,22:30:00,"1,248","0,187","5,681"
TV PULS,2025-07-25,22:45:00,"1,502","0,225","7,222"
TV PULS,2025-07-25,23:00:00,"1,708","0,256","8,846"
TV PULS,2025-07-25,23:15:00,"1,815","0,272","10,091"
TV PULS,2025-07-25,23:30:00,"1,306","0,196","8,002"
TV PULS,2025-07-25,23:45:00,"0,863","0,129","6,074"
TV PULS,2025-07-25,24:00:00,"0,627","0,094","4,866"
TV PULS,2025-07-25,24:15:00,"0,466","0,070","4,078"
TV PULS,2025-07-25,24:30:00,"0,416","0,062","4,530"
TV PULS,2025-07-25,24:45:00,"0,420","0,063","5,430"
TV PULS,2025-07-25,25:00:00,"0,311","0,047","4,608"
TV PULS,2025-07-25,25:15:00,"0,270","0,041","4,598"
TV PULS,2025-07-25,25:30:00,"0,185","0,028","3,447"
TV PULS,2025-07-25,25:45:00,"0,128","0,019","2,689"
TV PULS,2025-07-26,02:00:00,"0,091","0,014","1,929"
TV PULS,2025-07-26,02:15:00,"0,102","0,015","2,291"
TV PULS,2025-07-26,02:30:00,"0,123","0,018","2,987"
TV PULS,2025-07-26,02:45:00,"0,044","0,007","1,163"
TV PULS,2025-07-26,03:00:00,"0,029","0,004","0,838"
TV PULS,2025-07-26,03:15:00,"0,140","0,021","4,257"
TV PULS,2025-07-26,03:30:00,"0,121","0,018","3,836"
TV PULS,2025-07-26,03:45:00,"0,186","0,028","6,797"
TV PULS,2025-07-26,04:00:00,"0,022","0,003","0,903"
TV PULS,2025-07-26,04:15:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,04:30:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,04:45:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,05:00:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,05:15:00,"0,026","0,004","1,350"
TV PULS,2025-07-26,05:30:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,05:45:00,"0,001","0,000","0,037"
TV PULS,2025-07-26,06:00:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,06:15:00,"0,008","0,001","0,262"
TV PULS,2025-07-26,06:30:00,"0,000","0,000","0,000"
TV PULS,2025-07-26,06:45:00,"0,006","0,001","0,160"
TV PULS,2025-07-26,07:00:00,"0,011","0,002","0,254"
TV PULS,2025-07-26,07:15:00,"0,096","0,014","1,935"
TV PULS,2025-07-26,07:30:00,"0,149","0,022","2,507"
TV PULS,2025-07-26,07:45:00,"0,163","0,024","2,337"
TV PULS,2025-07-26,08:00:00,"0,183","0,027","2,228"
TV PULS,2025-07-26,08:15:00,"0,262","0,039","3,139"
TV PULS,2025-07-26,08:30:00,"0,307","0,046","3,431"
TV PULS,2025-07-26,08:45:00,"0,323","0,048","3,268"
TV PULS,2025-07-26,09:00:00,"0,288","0,043","2,551"
TV PULS,2025-07-26,09:15:00,"0,277","0,042","2,293"
TV PULS,2025-07-26,09:30:00,"0,397","0,060","3,042"
TV PULS,2025-07-26,09:45:00,"0,329","0,049","2,417"
TV PULS,2025-07-26,10:00:00,"0,232","0,035","1,663"
TV PULS,2025-07-26,10:15:00,"0,157","0,024","1,090"
TV PULS,2025-07-26,10:30:00,"0,223","0,033","1,539"
TV PULS,2025-07-26,10:45:00,"0,195","0,029","1,373"
TV PULS,2025-07-26,11:00:00,"0,146","0,022","1,002"
TV PULS,2025-07-26,11:15:00,"0,234","0,035","1,631"
TV PULS,2025-07-26,11:30:00,"0,194","0,029","1,364"
TV PULS,2025-07-26,11:45:00,"0,187","0,028","1,292"
TV PULS,2025-07-26,12:00:00,"0,244","0,037","1,699"
TV PULS,2025-07-26,12:15:00,"0,206","0,031","1,477"
TV PULS,2025-07-26,12:30:00,"0,226","0,034","1,601"
TV PULS,2025-07-26,12:45:00,"0,186","0,028","1,342"
TV PULS,2025-07-26,13:00:00,"0,185","0,028","1,293"
TV PULS,2025-07-26,13:15:00,"0,264","0,040","1,802"
TV PULS,2025-07-26,13:30:00,"0,453","0,068","2,973"
TV PULS,2025-07-26,13:45:00,"0,570","0,085","3,747"
TV PULS,2025-07-26,14:00:00,"0,340","0,051","2,186"
TV PULS,2025-07-26,14:15:00,"0,496","0,074","3,071"
TV PULS,2025-07-26,14:30:00,"0,512","0,077","3,142"
TV PULS,2025-07-26,14:45:00,"0,481","0,072","2,914"
TV PULS,2025-07-26,15:00:00,"0,368","0,055","2,152"
TV PULS,2025-07-26,15:15:00,"0,515","0,077","2,945"
TV PULS,2025-07-26,15:30:00,"0,498","0,075","2,767"
TV PULS,2025-07-26,15:45:00,"0,475","0,071","2,599"
TV PULS,2025-07-26,16:00:00,"0,527","0,079","2,709"
TV PULS,2025-07-26,16:15:00,"0,424","0,064","2,190"
TV PULS,2025-07-26,16:30:00,"0,537","0,081","2,709"
TV PULS,2025-07-26,16:45:00,"0,537","0,081","2,682"
TV PULS,2025-07-26,17:00:00,"0,548","0,082","2,831"
TV PULS,2025-07-26,17:15:00,"0,397","0,060","2,122"
TV PULS,2025-07-26,17:30:00,"0,415","0,062","2,297"
TV PULS,2025-07-26,17:45:00,"0,542","0,081","3,047"
TV PULS,2025-07-26,18:00:00,"0,529","0,079","2,968"
TV PULS,2025-07-26,18:15:00,"0,417","0,063","2,287"
TV PULS,2025-07-26,18:30:00,"0,480","0,072","2,618"
TV PULS,2025-07-26,18:45:00,"0,395","0,059","2,086"
TV PULS,2025-07-26,19:00:00,"0,649","0,097","3,044"
TV PULS,2025-07-26,19:15:00,"0,648","0,097","2,986"
TV PULS,2025-07-26,19:30:00,"0,762","0,114","3,544"
TV PULS,2025-07-26,19:45:00,"0,975","0,146","4,366"
TV PULS,2025-07-26,20:00:00,"0,769","0,115","3,393"
TV PULS,2025-07-26,20:15:00,"0,721","0,108","3,035"
TV PULS,2025-07-26,20:30:00,"0,754","0,113","3,102"
TV PULS,2025-07-26,20:45:00,"1,040","0,156","4,293"
TV PULS,2025-07-26,21:00:00,"0,835","0,125","3,256"
TV PULS,2025-07-26,21:15:00,"0,953","0,143","3,691"
TV PULS,2025-07-26,21:30:00,"1,234","0,185","4,825"
TV PULS,2025-07-26,21:45:00,"1,205","0,181","4,665"
TV PULS,2025-07-26,22:00:00,"0,885","0,133","3,413"
TV PULS,2025-07-26,22:15:00,"0,680","0,102","2,727"
TV PULS,2025-07-26,22:30:00,"0,759","0,114","3,332"
TV PULS,2025-07-26,22:45:00,"0,864","0,130","3,933"
TV PULS,2025-07-26,23:00:00,"0,866","0,130","4,179"
TV PULS,2025-07-26,23:15:00,"0,952","0,143","4,763"
TV PULS,2025-07-26,23:30:00,"0,958","0,144","5,105"
TV PULS,2025-07-26,23:45:00,"0,971","0,146","5,757"
TV PULS,2025-07-26,24:00:00,"0,875","0,131","5,835"
TV PULS,2025-07-26,24:15:00,"0,725","0,109","5,345"
TV PULS,2025-07-26,24:30:00,"0,491","0,074","4,073"
TV PULS,2025-07-26,24:45:00,"0,474","0,071","4,430"
TV PULS,2025-07-26,25:00:00,"0,322","0,048","3,523"
TV PULS,2025-07-26,25:15:00,"0,347","0,052","4,175"
TV PULS,2025-07-26,25:30:00,"0,403","0,061","5,668"
TV PULS,2025-07-26,25:45:00,"0,169","0,025","2,576"
TV PULS,2025-07-27,02:00:00,"0,194","0,029","3,063"
TV PULS,2025-07-27,02:15:00,"0,228","0,034","3,870"
TV PULS,2025-07-27,02:30:00,"0,191","0,029","3,564"
TV PULS,2025-07-27,02:45:00,"0,141","0,021","3,047"
TV PULS,2025-07-27,03:00:00,"0,115","0,017","2,688"
TV PULS,2025-07-27,03:15:00,"0,101","0,015","2,712"
TV PULS,2025-07-27,03:30:00,"0,029","0,004","0,862"
TV PULS,2025-07-27,03:45:00,"0,000","0,000","0,000"
TV PULS,2025-07-27,04:00:00,"0,000","0,000","0,000"
TV PULS,2025-07-27,04:15:00,"0,001","0,000","0,051"
TV PULS,2025-07-27,04:30:00,"0,000","0,000","0,000"
TV PULS,2025-07-27,04:45:00,"0,022","0,003","1,118"
TV PULS,2025-07-27,05:00:00,"0,009","0,001","0,462"
TV PULS,2025-07-27,05:15:00,"0,139","0,021","6,551"
TV PULS,2025-07-27,05:30:00,"0,159","0,024","7,612"
TV PULS,2025-07-27,05:45:00,"0,159","0,024","7,387"
TV PULS,2025-07-27,06:00:00,"0,192","0,029","7,361"
TV PULS,2025-07-27,06:15:00,"0,220","0,033","7,974"
TV PULS,2025-07-27,06:30:00,"0,220","0,033","7,404"
TV PULS,2025-07-27,06:45:00,"0,241","0,036","7,043"
TV PULS,2025-07-27,07:00:00,"0,282","0,042","6,192"
TV PULS,2025-07-27,07:15:00,"0,349","0,052","7,071"
TV PULS,2025-07-27,07:30:00,"0,329","0,049","5,565"
TV PULS,2025-07-27,07:45:00,"0,430","0,064","6,438"
TV PULS,2025-07-27,08:00:00,"0,416","0,062","5,038"
